Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
16-4384,OGILVIE RD btwn CUMMINGS AVE & BEAULIEU PL,372760.61695,5032177.09524,-75.63151816220,45.42622598650,2016-05-03,3:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-4385,GLENBRAE AVE btwn MARCONI AVE & CELTIC RIDGE CRES,349517.59457,5024763.07021,-75.92919852560,45.36138563930,2016-05-03,7:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
16-4386,COPE DR @ TERRY FOX,353995.60074,5015346.04391,-75.87297725070,45.27634958500,2016-05-03,7:43:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4387,WHEATLAND AVE btwn Continuation of WHEATLAND AVE & Continuation of WHE,355491.73034,5015339.43820,-75.85391019840,45.27618387120,2016-05-03,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4388,FISHER AVE @ DEER PARK RD/DYNES RD,366408.56414,5025455.25633,-75.71352365440,45.36633289860,2016-05-03,8:39:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-4389,HERON RD @ ALTA VISTA DR,370490.94199,5026902.27859,-75.66122223790,45.37898201820,2016-05-03,11:14:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-4390,TENTH LINE RD btwn ST. JOSEPH BLVD & OLD TENTH LINE RD,382955.74762,5038533.41909,-75.50024117160,45.48234987820,2016-05-04,6:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4391,DES EPINETTES AVE @ JEANNE D'ARC BLVD,382226.07470,5035959.24480,-75.50997924780,45.45927099090,2016-05-04,7:39:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4392,MONTREAL RD @ 46 E OF HILLSIDE DR/MONTREAL SQU,371749.61793,5033916.89203,-75.64419986980,45.44197736550,2016-05-04,7:52:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,99 - Other,0
16-4393,ALTA VISTA DR btwn 75 S OF CALEDON ST & CALEDON ST,370768.37139,5030375.61298,-75.65721582120,45.41020771970,2016-05-04,8:31:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4394,BESSERER ST @ DALHOUSIE ST,368253.37586,5032158.47338,-75.68911345560,45.42648183840,2016-05-04,8:47:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-4395,BANK ST @ HERON RD,369995.49528,5026850.64332,-75.66755451530,45.37856369910,2016-05-04,11:03:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4396,WILBROD ST btwn FRIEL ST & CHAPEL ST,368961.24735,5032314.97726,-75.68004792730,45.42782542800,2016-05-04,11:29:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,05 - Turning movement,0
16-4397,HAWTHORNE RD @ HUNT CLUB RD,375507.52442,5026406.75468,-75.59724644040,45.37403522010,2016-05-04,11:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-4398,CONSUL AVE btwn CONSUL AVE & MORRISON DR,359854.42325,5022983.25211,-75.79746043000,45.34463528950,2016-05-04,11:55:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,02 - Angle,0
16-4399,SOMERSET ST    W btwn ARTHUR ST & CAMBRIDGE ST N,366842.72078,5030398.74694,-75.70736039110,45.41077489400,2016-05-04,1:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4400,BANK ST @ QUEENSDALE AVE,373336.06874,5023444.61452,-75.62537781940,45.34759879860,2016-05-04,1:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-4401,METCALFE ST @ GILMOUR ST,368098.23565,5030960.36086,-75.69124976570,45.41571568400,2016-05-04,1:59:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4402,WOODROFFE AVE btwn FOX CRES & GEORGINA DR,361906.17398,5025378.42260,-75.77100382710,45.36602284160,2016-05-04,2:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4403,OBERON ST @ WESTCLIFFE RD,356483.87842,5019909.01256,-75.84078937730,45.31722940560,2016-05-04,2:03:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4404,VIEWMOUNT DR @ MERIVALE RD,365193.92157,5022948.27093,-75.72933424700,45.34388113400,2016-05-04,12:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4405,TENTH LINE RD btwn AMIENS ST & 275 N OF DES EPINETTES AVE/FALLINGBROOK,383357.89064,5037555.43029,-75.49525420870,45.47350569460,2016-05-04,3:11:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4406,PRINCE OF WALES DR @ FALLOWFIELD RD,367400.38340,5019167.14360,-75.70165912990,45.30966574090,2016-05-04,3:38:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4407,GEORGE ST @ DALHOUSIE ST,368156.83205,5032315.28725,-75.69032691630,45.42790154660,2016-05-04,3:56:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4408,RIDEAU ST btwn WALLER ST & CUMBERLAND ST,368339.36750,5032307.80942,-75.68799539250,45.42781770460,2016-05-04,12:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-4409,RICHMOND RD btwn HIGHFIELD CRES & GRENON AVE,359771.18623,5023975.86782,-75.79841218600,45.35357337180,2016-05-04,4:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,02 - Angle,0
16-4410,BASELINE RD @ FARLANE BLVD,365357.36626,5025518.43228,-75.72693394650,45.36699295360,2016-05-04,4:31:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-4411,DONNELLY DR btwn HARNETT RD & MALAKOFF RD,366164.60776,4988140.43176,-75.72123153870,45.03059272220,2016-05-04,4:36:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,0
16-4412,STANLEY AVE @ SUSSEX DR,367832.32317,5033872.38055,-75.69427422710,45.44194104240,2016-05-04,4:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-4413,GOULBOURN FORCED RD @ KEYROCK DR,349519.88600,5020794.24110,-75.92952807370,45.32567303390,2016-05-04,5:58:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4414,CARLING AVE @ ROCHESTER ST,366992.93792,5029042.55370,-75.70561250080,45.39855891490,2016-05-04,6:03:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4415,CYRVILLE RD @ INNES RD,375047.94942,5031119.56420,-75.60244224040,45.41648492520,2016-05-04,5:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4416,RUSSELL RD @ SAUMURE RD/LANGLADE RD,399947.67423,5029464.26003,-75.28468058520,45.39865022960,2016-05-04,8:56:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-4417,REGIONAL ROAD 174 btwn OR174 IC102 RAMP15 & OR174 IC101 RAMP63,382601.47777,5038808.16338,-75.50472872890,45.48486135170,2016-05-04,9:12:00 PM,02 - Rain,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4418,RIOCAN AVE btwn STRANDHERD DR & MARKETPLACE AVE,364200.97284,5014905.02204,-75.74296782370,45.27159315760,2016-05-04,9:15:00 PM,02 - Rain,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,05 - Turning movement,0
16-4419,LAURIER AVE @ NICHOLAS ST,368374.13658,5031799.25680,-75.68761674290,45.42323876840,2016-05-05,6:21:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4420,KING EDWARD AVE @ LAURIER AVE,368740.38060,5032034.35813,-75.68290664730,45.42532074500,2016-05-05,8:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
16-4421,NICHOLAS ST NB btwn HWY417 IC118 RAMP52 & WALLER ST/TRANSITWAY,368801.24093,5031478.93264,-75.68220115410,45.42031766100,2016-05-04,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4422,ELGIN ST @ QUEEN ST,367803.57510,5031779.80348,-75.69490943390,45.42311535390,2016-05-05,10:08:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-4423,BANK ST @ HERON RD,369996.84740,5026851.76768,-75.66753710450,45.37857369030,2016-05-05,12:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4424,VIEWMOUNT DR btwn GRANT CARMAN DR & OVERLAKE DR,365443.91818,5023083.30595,-75.72612786440,45.34507459240,2016-05-05,12:27:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
16-4425,MUTUAL ST @ RAINIER ST,371968.04374,5032993.12576,-75.64153415430,45.43364480700,2016-05-05,12:31:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4426,BROOKFIELD RD btwn RIVERSIDE DR/HOG'S BACK RD & 200 W OF FLANNERY DR,368484.64846,5026256.64400,-75.68692031350,45.37335801770,2016-05-05,12:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
16-4427,BEXLEY PL @ STAFFORD RD,358055.05394,5021289.41526,-75.82060249980,45.32953296590,2016-05-05,1:16:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-4428,CRERAR AVE @ FISHER AVE,365453.37904,5027696.86746,-75.72544080690,45.38658579050,2016-05-05,2:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-4429,VIEWMOUNT DR @ MERIVALE RD,365194.82070,5022948.04596,-75.72932280240,45.34387903300,2016-05-05,2:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4430,JEANNE D'ARC BLVD @ ORLEANS BLVD N,380029.54880,5038104.92976,-75.53773296650,45.47881613860,2016-05-05,2:49:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-4431,CATHERINE ST btwn HWY417 IC120B RAMP36 & KENT ST,367775.72033,5030110.34644,-75.69547867870,45.40809662160,2016-05-05,3:19:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,02 - Angle,0
16-4432,CARLING AVE @ HOLLAND AVE,365416.02226,5028037.87036,-75.72587593460,45.38965729670,2016-05-05,3:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4433,MEADOWGLEN DR @ ORLEANS BLVD,380345.97647,5034573.79217,-75.53422874090,45.44701157680,2016-05-05,3:51:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4434,CASTLEFRANK RD @ PARSONS RIDGE RD,352228.28596,5018247.46150,-75.89522388940,45.30257874940,2016-05-05,3:53:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4435,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD,361486.64329,5020483.60280,-75.77691989870,45.32201348620,2016-05-05,3:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4436,CARLING AVE EB btwn WOODROFFE AVE & WOODROFFE AVE,361796.31945,5025746.03210,-75.77236366550,45.36933950310,2016-05-05,4:06:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4437,ORLEANS BLVD btwn NOTRE DAME ST & CARRIERE ST,380783.63054,5036629.79902,-75.52831695270,45.46546245990,2016-05-05,4:18:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4438,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,379861.54143,5036471.84721,-75.54013112560,45.46414102530,2016-05-05,4:46:00 PM,01 - Clear,01 - Daylight,01 - Dry,11 - Roundabout,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-4439,BARRETTE ST @ ST. CHARLES ST,369470.93922,5033730.15686,-75.67334908030,45.44051170860,2016-05-05,5:04:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-4440,CYRVILLE RD btwn STAR TOP RD & MEADOWBROOK RD,374565.68796,5031264.12913,-75.60858287250,45.41783389510,2016-05-05,5:08:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-4441,CARLING AVE @ IROQUOIS RD,362213.68600,5026027.40627,-75.76700314180,45.37183721410,2016-05-05,5:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,2
16-4442,BASELINE RD btwn HIGHGATE RD & TURN LANE,362068.51286,5023470.43175,-75.76915268710,45.34884163450,2016-05-05,5:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4443,NEPEAN ST btwn BRONSON AVE & PERCY ST,366963.27940,5030789.90376,-75.70577098590,45.41428371130,2016-05-05,5:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-4444,DALY AVE @ CHARLOTTE ST,369334.71244,5032722.07928,-75.67522235740,45.43145401520,2016-05-05,5:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
16-4445,WOODROFFE AVE @ SPORTSPLEX N,363763.94943,5021067.16316,-75.74780415080,45.32707673890,2016-05-05,6:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-4446,BANK ST btwn PHILNOR ST & SALE BARN RD,379877.09229,5013600.53751,-75.54340665880,45.25835717290,2016-05-05,6:21:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4447,LAURIER AVE @ NICHOLAS ST,368375.48874,5031796.45468,-75.68759982840,45.42321343320,2016-05-05,6:27:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4448,GREENBANK RD @ MARKETPLACE AVE,364007.68174,5014601.74016,-75.74546715630,45.26888052340,2016-05-05,6:31:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
16-4449,BERRIGAN DR btwn PLUMAS GT & WANSTEAD GT,364807.71982,5015880.38942,-75.73511796080,45.28031798740,2016-05-05,7:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,06 - SMV unattended vehicle,0
16-4450,DUNROBIN RD @ MARCH RD,347175.06976,5026065.47048,-75.95898679510,45.37325046590,2016-05-05,7:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4451,ELGIN ST @ LAURIER AVE,367948.70990,5031549.16172,-75.69308457960,45.42102702990,2016-05-05,3:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
16-4452,CARLING AVE @ GRANDVIEW RD/NORTEL ENTRANCE,355724.97544,5024051.16369,-75.85004205150,45.35455641250,2016-05-05,8:53:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4453,CAMPEAU DR @ CORDILLERA ST,351451.95100,5019702.76110,-75.90498569100,45.31572588740,2016-05-05,9:27:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-4454,BANK ST btwn SALE BARN RD & GREY'S CREEK RD,380408.08337,5012880.07739,-75.53675160870,45.25181793570,2016-05-05,11:07:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-4455,ALBERT ST @ ELGIN ST/MACKENZIE KING BRIDGE,367851.38576,5031712.03084,-75.69430722040,45.42250125010,2016-05-05,11:09:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
16-4456,CAMPEAU DR btwn COLCHESTER SQ/TERON RD & MARCH RD,352671.41031,5020467.48843,-75.88935927150,45.32252498170,2016-05-05,11:38:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-4457,STAGECOACH RD btwn EMPIRE GROVE ST & LAKESHORE DR,376448.60668,5012125.43492,-75.58729756970,45.24544216920,2016-05-06,12:12:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-4458,MARCH RD btwn HALTON TERR/MAXWELL BRIDGE RD & MAXWELL RD,348796.16016,5024572.09193,-75.93842388790,45.35971282190,2016-05-06,6:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
16-4459,HUNTMAR DR @ PALLADIUM DR S,349675.38112,5017365.66188,-75.92785508050,45.29481177450,2016-05-06,8:06:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4460,CARLING AVE @ KIRKWOOD AVE N,364276.30988,5027494.58035,-75.74049531520,45.38486658560,2016-05-06,8:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-4461,HUNT CLUB RD @ RIVERSIDE DR,368036.47853,5021944.37617,-75.69319320660,45.33459780230,2016-05-06,8:53:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4462,CARLING AVE EB btwn HIGH ST & PINECREST RD,360001.73743,5024614.12171,-75.79539865160,45.35929825670,2016-05-06,8:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4463,KING EDWARD AVE btwn MARIE CURIE PRIV & TEMPLETON ST,369031.20170,5031549.55701,-75.67925384280,45.42093203880,2016-05-06,8:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,01 - Approaching,0
16-4464,NAVAHO DR @ WOODROFFE AVE/TRANSITWAY N BASELIN,362706.46637,5023493.92343,-75.76100920060,45.34900062780,2016-05-06,9:32:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4465,FORWARD AVE btwn WIGSTON PRIV & LYNDALE AVE,364935.16600,5029974.22371,-75.73178029790,45.40712164230,2016-05-06,9:50:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
16-4466,BEECHWOOD AVE btwn CHAPLEAU AVE & PUTMAN AVE,369550.79192,5033871.66917,-75.67230985860,45.44177758680,2016-05-06,10:08:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4467,HAWTHORNE RD/RUSSELL RD @ WALKLEY RD,374674.11162,5028499.88218,-75.60758940120,45.39295178900,2016-05-06,10:22:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4468,FLORA ST @ KENT ST,367828.93787,5030323.79187,-75.69477159630,45.41001234740,2016-05-06,11:19:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
16-4469,NEPEAN ST @ BANK ST,367561.20416,5031133.95083,-75.69808853390,45.41732596580,2016-05-06,11:55:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-4470,ST. LAURENT BLVD @ TAWNEY RD,373576.40386,5028848.54500,-75.62155871000,45.39619756650,2016-05-06,12:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
16-4471,CHARLEMAGNE BLVD @ PRINCESS LOUISE DR W/VALADE,383520.14922,5037974.58599,-75.49311209930,45.47725860120,2016-05-06,1:13:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,04 - Sideswipe,0
16-4472,COVENTRY RD btwn BELFAST RD & ST. LAURENT SC WEST,371876.07715,5031681.08885,-75.64288812670,45.42184852910,2016-05-06,1:27:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4473,BRONSON AVE btwn UNIVERSITY RD & BREWER WAY,367927.42920,5028082.55834,-75.69380030060,45.38983752100,2016-05-06,4:43:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
16-4474,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,370885.36689,5030558.52464,-75.65569677670,45.41184244690,2016-05-06,3:28:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4475,LAMIRA ST btwn KILBORN AVE & END,369755.84787,5027852.05016,-75.67048235160,45.38759629240,2016-05-06,3:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
16-4476,AVIATION PKWY @ OGILVIE RD,373110.32357,5032376.58560,-75.62702204600,45.42798683740,2016-05-06,3:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4477,CARP RD @ ECHOWOODS AVE/KITTIWAKE DR,348595.20892,5014562.76790,-75.94187357710,45.26965850410,2016-05-06,3:59:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4478,ALTA VISTA DR @ SMYTH RD,370432.26647,5029081.55750,-75.66168153220,45.39859589860,2016-05-06,4:03:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
16-4479,FALLOWFIELD RD @ WOODROFFE AVE,365084.47584,5017903.19000,-75.73134482530,45.29849538340,2016-05-06,4:46:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4480,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368448.29477,5030399.20934,-75.68685004050,45.41063487560,2016-05-06,4:57:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4481,OGILVIE RD btwn CADBORO RD & BATHGATE DR,373760.40650,5032760.27637,-75.61866150670,45.43137529510,2016-05-06,5:28:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
16-4482,DONNELLY DR @ MCCORDICK RD,370435.46888,4991830.22110,-75.66655424710,45.06341174400,2016-05-06,5:49:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
16-4483,GLADSTONE AVE @ O'CONNOR ST,368074.48673,5030657.89630,-75.69159200440,45.41299635430,2016-05-06,5:57:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4484,GLOUCESTER ST btwn KENT ST & BANK ST,367361.53445,5031100.60151,-75.70064373420,45.41704378090,2016-05-06,6:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
16-4485,MEADOWLANDS DR/TALLWOOD DR @ WOODROFFE AVE,363057.08023,5022729.71305,-75.75662512360,45.34209528790,2016-05-06,6:26:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
16-4486,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368448.52525,5030400.56670,-75.68684692070,45.41064706810,2016-05-05,6:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
16-4487,PORTOBELLO BLVD/SPRINGRIDGE DR S @ TRIM RD,385688.71067,5038071.02017,-75.46536323380,45.47787837040,2016-05-06,7:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
16-4488,ABBOTT ST @ STITTSVILLE MAIN ST,350248.33759,5013331.02784,-75.92091985210,45.25846998830,2016-05-06,9:05:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
