Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
14-3218,WEST HUNT CLUB RD EB btwn MERIVALE RD & SUNDERLAND ST,365784.56871,5022035.08941,-75.72191045670,45.33561335580,2014-03-14,10:05:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
14-3219,MACKENZIE AVE @ RIDEAU ST,367869.69920,5032009.09827,-75.69403519370,45.42517251280,2014-03-09,12:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3220,HWY 417 VANIER IC117R63 @ VANIER PKWY,370799.65226,5031398.61241,-75.65667923420,45.41940930340,2014-03-14,10:30:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-3221,MCARTHUR AVE @ IRWIN MILLER ST,371078.24207,5032782.67927,-75.65293365980,45.43183620350,2014-03-14,12:41:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3222,ST. LAURENT BLVD btwn DONALD ST & 125 N OF QUEEN MARY ST,372098.92617,5032460.26263,-75.63993437980,45.42883777160,2014-03-14,1:07:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
14-3223,ORANGEVILLE ST/HWY 417 ROCHEST IC121BR51 @ ROC,366776.48228,5029521.30644,-75.70831685070,45.40288579740,2014-03-14,1:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3224,CUMBERLAND ST @ GEORGE ST,368327.12940,5032417.53737,-75.68813761990,45.42880610970,2014-03-12,3:45:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3225,LABELLE ST/RAMP @ LEMIEUX ST/HWY417 IC115 RAMP,372541.19860,5031689.63263,-75.63438886520,45.42186131300,2014-03-14,1:56:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3226,REGIONAL RD 174 @ TRIM RD,384351.73482,5039990.81463,-75.48215052320,45.49530443290,2014-03-14,2:18:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3227,BAYSHORE DR btwn CARLING AVE & WOODRIDGE CRES N,359022.40655,5023959.33248,-75.80796983940,45.35348288620,2014-03-14,2:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
14-3228,ALTA VISTA DR @ SMYTH RD,370433.18983,5029081.55750,-75.66166974010,45.39859581200,2014-03-14,12:00:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3229,ST. LAURENT BLVD btwn DUNBARTON CRT & MONTREAL RD,371412.80642,5034122.09802,-75.64847698970,45.44385588680,2014-03-14,2:50:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
14-3230,MERIVALE RD @ WEST HUNT CLUB RD,365614.11700,5021939.65460,-75.72409674140,45.33476943980,2014-03-14,1:10:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3231,BASELINE RD btwn ZENA ST & MARSON ST,365771.95958,5025777.07020,-75.72160988150,45.36928418590,2014-03-14,3:21:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-3233,FOREST ST @ RICHMOND RD,360467.15013,5025138.51680,-75.78939945980,45.36397994370,2014-03-14,3:10:00 PM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3234,MERIVALE RD btwn SLACK RD & CAPITAL DR,366029.65291,5020932.74418,-75.71892012190,45.32567325820,2014-03-14,4:24:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-3235,BLAKE BLVD btwn LAFONTAINE AVE & JEAN TALON ST,370991.06375,5033042.87784,-75.65401273630,45.43418561150,2014-03-14,4:27:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
14-3236,MONTREAL RD @ OGILVIE RD,375654.26107,5034554.69037,-75.59420206140,45.44733105500,2014-03-14,4:27:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-3237,CONROY RD @ ROSEBELLA AVE,374289.25427,5024191.26576,-75.61311028340,45.35422307340,2014-03-14,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3238,WESTCLIFFE RD btwn ROBERTSON RD & TERRACE DR,356401.46701,5020043.63040,-75.84182641380,45.31844677550,2014-03-14,5:18:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
14-3239,LYON ST @ WELLINGTON ST,366934.79707,5031425.21813,-75.70605474630,45.42000260900,2014-03-13,5:30:00 PM,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3240,METCALFE ST @ SLATER ST,367732.17053,5031548.62793,-75.69585131770,45.42104173930,2014-03-14,7:33:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-3241,ROYAL YORK ST btwn MCBEAN ST & COLONEL MURRAY ST,357402.03511,5005726.72441,-75.83058038400,45.18954602810,2014-03-14,8:02:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3242,SNAKE ISLAND RD btwn GREY'S CREEK RD & SCRIVENS DR,382565.11548,5009423.32571,-75.50981539700,45.22048073510,2014-03-14,10:29:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
14-3243,BELL ST    N btwn SOMERSET ST W & ECCLES ST,366814.66876,5030271.61224,-75.70773473470,45.40963345850,2014-03-15,3:09:00 AM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3244,REGIONAL ROAD 174 btwn HIGHWAY 417 & HWY417 IC113 RAMP65,373333.75642,5031732.87969,-75.62425656360,45.42217323580,2014-03-15,5:20:00 AM,02 - Rain,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3245,STRANDHERD DR @ WOODROFFE AVE,366107.57580,5015395.14900,-75.71861094710,45.27583966550,2014-03-15,8:50:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3246,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367459.18423,5021890.55543,-75.70056474420,45.33416532050,2014-03-15,10:48:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3247,COOPER ST @ PERCY ST,367070.17693,5030643.46383,-75.70442384430,45.41295658320,2014-03-15,10:53:00 AM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3248,ST. JOSEPH BLVD btwn MARENGER ST & JEANNE D'ARC BLVD S,379839.50518,5036459.59575,-75.54041474960,45.46403316410,2014-03-15,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
14-3249,VANIER PKWY SB btwn QUEEN MARY ST & PRESLAND RD,370349.96642,5031940.52349,-75.66235244120,45.42432747650,2014-03-15,2:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-3250,EARL MULLIGAN DR @ WOODROFFE AVE,365253.07087,5017508.35573,-75.72924348750,45.29492820100,2014-03-15,3:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-3251,SOMERSET ST    W btwn BREEZEHILL AVE N & PRESTON ST,366295.79120,5030122.36519,-75.71438161730,45.40833635870,2014-03-06,5:38:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
14-3252,CAMBRIAN RD btwn BORRISOKANE RD & GRAND CANAL ST,363820.98840,5012309.70124,-75.74811839150,45.24827235550,2014-03-15,4:05:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,01 - Approaching,0
14-3253,BRUYERE ST btwn SUSSEX DR & PARENT AVE,367661.63375,5032750.31286,-75.69659917710,45.43186044060,2014-03-12,4:07:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3254,CUMMINGS AVE @ MONTREAL RD,372008.18163,5034042.48193,-75.64087793650,45.44308255260,2014-03-15,4:58:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3255,PRINCE OF WALES DR btwn RIDEAU SHORE CRT & COLONNADE RD,367313.38810,5023446.47046,-75.70222809850,45.34817815720,2014-03-15,4:58:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
14-3256,DALY AVE btwn MACKENZIE AVE & NICHOLAS ST,368220.59200,5032038.04289,-75.68954787380,45.42540122020,2014-03-15,5:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
14-3257,HWY 417 MARCH IC155R61 @ MARCH RD,339743.86097,5019499.33007,-76.05432356670,45.31457562840,2014-03-15,6:27:00 PM,01 - Clear,05 - Dusk,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,07 - SMV other,0
14-3258,BLAIR RD btwn MEADOWBROOK RD & LAURA PRIV,375216.06151,5032285.02902,-75.60012795770,45.42695423570,2014-03-15,8:10:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3259,CLAUDET CRES btwn KARSH DR & KARSH DR,374254.65292,5026306.39928,-75.61325456180,45.37325756650,2014-03-15,9:58:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3260,ELGIN ST @ WELLINGTON ST W,367664.22987,5031880.42100,-75.69667703860,45.42403321300,2014-03-15,10:26:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-3261,LACASSE AVE @ MCARTHUR AVE,370823.23707,5032755.62443,-75.65619601210,45.43161689640,2014-03-15,10:51:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
14-3262,PRINCE ALBERT ST btwn EDITH AVE & LOLA ST,370967.43302,5031954.63329,-75.65446094620,45.42439629690,2014-03-15,11:44:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3263,RIVERSIDE DR @ WALKLEY RD,368419.19783,5024854.47717,-75.68793640760,45.36074763060,2014-03-16,5:41:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
14-3264,CHATELAIN AVE @ MERIVALE RD,364843.23047,5026764.59603,-75.73334524350,45.37824995460,2014-03-15,2:00:00 PM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3265,BANK ST @ STRATHCONA AVE,368139.18383,5030029.50677,-75.69084624510,45.40733645480,2014-03-16,11:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3266,CARLING AVE @ CONNAUGHT AVE,360771.15013,5025116.56693,-75.78552163740,45.36375823190,2014-03-16,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-3267,JOHN SUTHERLAND DR @ RICHMOND RD,358780.25014,5022156.16229,-75.81125699730,45.33727659250,2014-03-16,2:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3268,WHERNSIDE TER btwn ROY ERRINGTON WAY & ROY ERRINGTON WAY,348256.31351,5023236.79289,-75.94543164400,45.34773114590,2014-03-16,5:00:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3269,EAGLESON RD btwn BROWNLEE RD & CAMBRIAN RD,357009.09046,5009856.23660,-75.83514794660,45.22673377790,2014-03-16,3:12:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3270,SANFORD FLEMING AVE @ TERMINAL AVE,370858.85640,5030830.53667,-75.65599897960,45.41429240450,2014-03-16,3:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,07 - SMV other,0
14-3271,ALPINE AVE @ CARLING AVE,360497.15093,5024941.57103,-75.78903872170,45.36220545060,2014-03-16,4:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3272,LONGFIELDS DR btwn LINDENSHADE DR & MARKETPLACE AVE,364653.96300,5014914.62900,-75.73719407080,45.27164119190,2014-03-16,4:40:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3273,RICHMOND RD btwn MCRAE AVE & CLIFTON RD,363674.81063,5028576.48612,-75.74804663630,45.39465220740,2014-03-16,5:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3274,FALLOWFIELD RD @ WOODROFFE AVE,365085.62393,5017902.24213,-75.73133030310,45.29848675580,2014-03-16,5:49:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3275,VERA ST btwn PRINCE ALBERT ST & QUEEN MARY ST,370523.43912,5031965.78189,-75.66013254360,45.42453846400,2014-03-16,7:24:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3276,ROGER STEVENS DR btwn HWY416 IC49 RAMP43 & HWY416 IC49 RAMP42,369155.95620,5000951.13729,-75.68162811730,45.14560045660,2014-03-17,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3277,DWYER HILL RD btwn DWYER HILL RD & O'NEIL RD,350888.86102,4995175.17037,-75.91443592750,45.09505329960,2014-03-17,7:46:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3278,GLADSTONE AVE @ LYON ST,367582.29170,5030361.57110,-75.69791751080,45.41037444230,2014-03-17,8:15:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-3279,HALF MOON BAY btwn GRAND VISTA CIR & GREENBANK RD,364634.07600,5013121.44300,-75.73766348610,45.25550777670,2014-03-17,8:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
14-3280,LISKA ST btwn CHARDONNAY DR & HIBOUX ST,384518.47623,5036066.88695,-75.48065424250,45.45998165800,2014-03-09,12:00:00 AM,01 - Clear,00 - Unknown,00 - Unknown,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3281,FALLOWFIELD RD @ GREENBANK RD,363081.14963,5016730.55957,-75.75702376580,45.28811309090,2014-03-17,8:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3282,NOTRE DAME ST @ ORLEANS BLVD,380689.73980,5036867.84653,-75.52948070350,45.46761442650,2014-03-17,9:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
14-3283,PARKDALE AVE @ GLADSTONE AVE,365216.19473,5029118.30761,-75.72829537930,45.39939610450,2014-03-17,11:54:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
14-3284,FALLOWFIELD RD @ GREENBANK RD,363080.20177,5016731.50743,-75.75703573610,45.28812169780,2014-03-17,11:18:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3285,CAPUCHON WAY btwn ANNISETTES RDG & TERRAPIN TERR,385596.33260,5035238.58850,-75.46701021310,45.45240560800,2014-03-17,12:27:00 PM,01 - Clear,01 - Daylight,08 - Loose sand or gravel,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3286,FRIEL ST @ RIDEAU ST,368770.28060,5032569.63643,-75.68245506770,45.43013424830,2014-03-17,12:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3287,THURSTON DR btwn CONROY RD & THOMAS SPRATT PL,373672.74795,5027051.02275,-75.62057915660,45.38001480050,2014-03-17,9:05:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
14-3288,HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD,372530.67457,5031410.51609,-75.63456169850,45.41935097220,2014-03-17,1:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
14-3289,ALTA VISTA DR btwn HERON RD & RIDGEMONT AVE,370499.83140,5026841.87359,-75.66111678280,45.37843768090,2014-03-17,2:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-3290,ST. PATRICK ST WB btwn ISLAND LODGE RD & CRICHTON ST,369113.35062,5033473.66923,-75.67795296640,45.43823692050,2014-03-17,3:21:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-3291,RIVERSIDE DR NB btwn INDUSTRIAL AVE & TREMBLAY RD,370706.99348,5030653.21691,-75.65796275650,45.41271127180,2014-03-17,3:48:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-3292,RIDGECREST PL @ RANDALL AVE,370316.87469,5027354.54996,-75.66338456740,45.38306770280,2014-03-17,3:49:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
14-3293,HUNTMAR DR btwn OLD CARP RD & BRADLEY SIDE RD,345764.83036,5021761.17024,-75.97734755530,45.33460298030,2014-03-17,3:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3294,LAURIER AVE @ MARLBOROUGH AVE,369324.23707,5032385.69097,-75.67540029840,45.42842829030,2014-03-17,3:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3295,MANOTICK MAIN ST btwn HIGHCROFT DR & MAPLE AVE,368688.91932,5009937.83220,-75.68641539930,45.22650535630,2014-03-17,4:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
14-3296,TRENTON AVE btwn SILVER ST & HOLLINGTON ST,365400.75813,5026678.36196,-75.72623775240,45.37742603670,2014-03-17,4:06:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3297,COOKS MILL CRES btwn BOOTHFIELD ST & WATCHHORN GROVE N,370116.70000,5016656.92800,-75.66735228120,45.28683194410,2014-03-17,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3298,PRESTONE DR @ RIVER RIDGE CRES W/KENNEDY LANE,382628.16315,5038239.81476,-75.50447748020,45.47974488640,2014-03-17,4:20:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
14-3299,MARCH RD @ SOLANDT RD,350489.60850,5022708.09276,-75.91698170250,45.34283186020,2014-03-17,4:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
14-3301,JEANNE D'ARC BLVD @ MONTCERF CRT,381117.92615,5036287.12677,-75.52409578380,45.46234293130,2014-03-17,7:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3302,DALY AVE @ WALLER ST,368342.60180,5032119.50113,-75.68797835850,45.42612307940,2014-03-17,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
14-3303,KENNEVALE DR @ STRANDHERD DR,361491.38607,5014100.49687,-75.77758900530,45.26457762930,2014-03-17,6:08:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3304,MAXIME ST btwn RIDGEBROOK DR & CYRVILLE RD,374746.15608,5031462.32268,-75.60624912470,45.41959911760,2014-03-16,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3305,FALLOWFIELD RD @ GREENBANK RD,363083.04537,5016732.45530,-75.75699937720,45.28812999120,2014-03-17,8:11:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3306,HAZELDEAN RD @ TERRY FOX DR,352209.98067,5017243.39887,-75.89555329560,45.29354517590,2014-03-17,7:00:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3307,ELGIN ST @ LAURIER AVE,367949.21687,5031550.33626,-75.69307795120,45.42103755280,2014-03-17,9:22:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
14-3308,PLACE D'ORLEANS DR @ PLACE D'ORLEANS SC S,381502.53360,5037816.28363,-75.51893972780,45.47605888260,2014-03-17,10:02:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3309,KENNEVALE DR @ STRANDHERD DR,361491.38607,5014101.44473,-75.77758889710,45.26458615770,2014-03-17,10:03:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3310,MARCH RD btwn CORKERY RD & GREY FOX DR,336120.10715,5016281.51338,-76.10074325830,45.28579099000,2014-03-18,5:50:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
14-3311,DES PERDRIX CRES btwn SUNVIEW DR & SUNVIEW DR,382125.90335,5036194.72380,-75.51122287710,45.46140072570,2014-03-18,7:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
14-3312,DONALD ST btwn LOLA ST & AVE. DU PERE CHARLEBOIS AVE,371139.13121,5032363.22857,-75.65221206100,45.42805639770,2014-03-18,12:00:00 AM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3313,SLATER ST btwn BANK ST & O'CONNOR ST,367447.47539,5031369.97266,-75.69951151680,45.41945980850,2014-03-18,8:11:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
14-3314,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA,369130.16667,5033488.08187,-75.67773616330,45.43836505330,2014-03-18,8:19:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3315,TENTH LINE RD @ CHARLEMAGNE BLVD S/DES EPINETT,383640.97510,5036900.45590,-75.49173924100,45.46758093120,2014-03-18,8:45:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
14-3316,GRAFTON CRES btwn EASTVALE DR & EASTVALE DR,375592.94547,5035415.83968,-75.59486188340,45.45508536210,2014-03-18,9:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3317,INDUSTRIAL AVE @ RIVERSIDE DR,370685.22557,5030593.31386,-75.65824884340,45.41217433820,2014-03-18,9:27:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3318,BEECH ST btwn RAILWAY ST & PRESTON ST,366673.41520,5029265.06247,-75.70966544490,45.40058930050,2014-03-13,12:00:00 AM,03 - Snow,00 - Unknown,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3319,CATHERINE ST btwn PERCY ST & BAY ST,367577.36439,5029990.91744,-75.69802765290,45.40703985480,2014-03-18,9:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
14-3320,BELFAST RD @ ST. LAURENT BLVD,372861.19803,5030577.61413,-75.63045390670,45.41182483570,2014-03-18,2:08:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
14-3321,LAURIER AVE   W btwn LYON ST N & KENT ST,367172.96059,5031079.97614,-75.70305554150,45.41687503540,2014-03-18,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
14-3322,HUNTERSWOOD CRES btwn FOLKWAY GT (2) & HUNTERSWOOD CRES,375175.96564,5026791.65150,-75.60142422040,45.37753171500,2014-03-18,10:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
14-3323,BANK ST @ LAURIER AVE,367482.12210,5031263.69257,-75.69908237680,45.41850043070,2014-03-18,11:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
14-3324,KING EDWARD AVE @ SUSSEX DR,367664.10011,5033504.51656,-75.69647135260,45.43864628080,2014-03-18,12:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
