Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
13-2843,PRESTONE DR @ ST. JOSEPH BLVD,382325.74444,5038276.42006,-75.50833944410,45.48010787440,2013-03-05,12:51:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2844,COLONEL BY DR @ HOG'S BACK RD,367600.91086,5025873.94304,-75.69825077650,45.36999432480,2013-02-16,4:00:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2845,GLADSTONE AVE btwn BAYSWATER AVE & BREEZEHILL AVE N,366024.08551,5029491.31018,-75.71793073160,45.40268210710,2013-03-05,1:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
13-2846,MAITLAND AVE/GLENMOUNT AVE @ ERINDALE DR,363695.05134,5025212.75268,-75.74818937810,45.36438413880,2013-03-05,2:08:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-2847,BANK ST @ WELLINGTON ST,367263.10262,5031632.21838,-75.70183389240,45.42183589810,2013-03-05,2:44:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
13-2848,CORDOVA ST btwn BASELINE RD & CORDOVA ST,363609.87505,5024385.63391,-75.74937500140,45.35694897280,2013-02-25,5:30:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-2849,BELFAST RD @ ST. LAURENT BLVD,372859.82483,5030580.58716,-75.63047103810,45.41185171980,2013-03-05,3:06:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2850,HAIG DR @ SMYTH RD,372564.72493,5029299.76365,-75.63441681890,45.40035607720,2013-03-05,4:16:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,05 - Turning movement,0
13-2851,ALBION RD @ HUNT CLUB RD,371865.03588,5024319.30323,-75.64402962360,45.35561115430,2013-03-05,4:24:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2852,BANK ST @ HUNT CLUB RD,371609.63579,5024096.91148,-75.64731905790,45.35363452900,2013-03-05,4:24:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2853,CHAMPAGNE AVE   S btwn HICKORY ST & CARLING AVE,366611.51342,5028840.91399,-75.71050921870,45.39677839080,2013-03-05,4:36:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
13-2854,ROBERTSON RD btwn WESTCLIFFE RD & FITZGERALD RD,356482.87249,5020111.38533,-75.84078109090,45.31905045480,2013-03-05,5:05:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
13-2855,HUNT CLUB RD @ CANADAIR PRIV,368660.89585,5022315.24467,-75.68517948230,45.33787824660,2013-03-05,5:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-2856,CASTLEWOOD AVE btwn MOONEY AVE & KILLARNEY DR,362933.22166,5025738.49970,-75.75785164530,45.36917834700,2013-03-05,6:17:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2857,SOMERSET ST    E btwn HENDERSON AVE & NELSON ST,369071.32537,5031744.97291,-75.67871570120,45.42268663440,2013-03-01,4:00:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2858,RICHMOND RD btwn BAYSHORE DR & MAGWOOD AVE/HWY417 IC130 RAMP62,359407.58001,5023418.46973,-75.80311403930,45.34858631140,2013-03-05,9:40:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-2859,SUNCREST DR @ TINTERN DR,376276.40229,5013328.07194,-75.58931800700,45.25628063310,2013-03-05,10:07:00 PM,01 - Clear,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2860,FISHER AVE btwn ARNOT RD & DEER PARK RD,366361.89896,5025568.89487,-75.71410515120,45.36735949590,2013-03-06,12:31:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
13-2861,ALBERT ST btwn BRONSON AVE & BAY ST,366901.32877,5031122.93364,-75.70652045420,45.41728571550,2013-03-06,8:04:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2862,GREENBANK RD @ LISA AVE,360554.68576,5022896.09570,-75.78853501830,45.34379574640,2013-03-06,7:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2863,DORION AVE btwn ALTA VISTA DR & BLAIR ST,370713.18487,5030121.19553,-75.65795480050,45.40792377100,2013-03-06,8:22:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-2864,LISGAR ST btwn ELGIN ST & ELGIN ST,368102.43046,5031297.85495,-75.69115281950,45.41875196440,2013-03-04,9:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2865,CAMPBELL AVE btwn CARLING AVE & DOHENY ST,363500.42237,5026696.93978,-75.75049727800,45.37775498410,2013-03-06,2:00:00 AM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2866,GRASSY PLAINS DR btwn FARMFIELD CRES & STONEHAVEN DR,356094.02861,5015895.59868,-75.84617665000,45.28114463240,2013-03-06,9:59:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
13-2867,MALVERN DR btwn TRIPP CRES & THISTLEDOWN CRT,363172.69381,5016100.05560,-75.75593102000,45.28243220940,2013-03-06,10:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-2868,CARP RD @ HAZELDEAN RD,348802.77736,5014360.03159,-75.93924641330,45.26782125120,2013-03-06,12:03:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2869,BANTREE ST @ INNES RD,373702.12601,5030409.39050,-75.61973503920,45.41022895240,2013-03-06,12:06:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2870,ST. LAURENT BLVD btwn COVENTRY RD & LEMIEUX ST,372361.14907,5031815.06408,-75.63667211020,45.42300729850,2013-03-06,12:13:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
13-2871,MARCH RD @ SOLANDT RD,350495.00400,5022716.57704,-75.91691207350,45.34290785140,2013-03-06,12:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2872,WOODRIDGE CRES btwn 220 W OF BAYSHORE DR/BAYSHORE SC & BAYSHORE DR,358980.05328,5023345.54140,-75.80857759870,45.34796325840,2013-03-06,11:55:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-2873,HWY 417 CASTLEFR IC139R61 @ KANATA AVE,351616.05207,5019223.95439,-75.90293804900,45.31140654710,2013-03-06,1:03:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
13-2874,BASELINE RD btwn CLYDE AVE & 207 E OF CLYDE AVE,364469.31367,5024958.95201,-75.73833723560,45.36203499620,2013-03-06,1:50:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
13-2875,LEITRIM RD btwn 810 W OF HAWTHORNE & BANK ST,375409.56447,5021648.00573,-75.59917655550,45.33122799950,2013-03-06,1:54:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,02 - Angle,0
13-2876,BANK ST btwn FLORENCE ST & FRANK ST,367891.59948,5030621.47280,-75.69393303880,45.41268513980,2013-03-06,1:54:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-2877,QUEEN ST btwn METCALFE ST & ELGIN ST,367718.84557,5031726.33982,-75.69599887020,45.42264193110,2013-03-06,2:28:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
13-2878,EARL ARMSTRONG RD @ RIVER RD,367575.41636,5014687.23258,-75.69999405630,45.26934037590,2013-03-06,2:44:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,0
13-2879,MONTREAL RD @ BETHAMY LANE/FOXBOROUGH PRIV,375319.02771,5034344.37109,-75.59851728040,45.44547262970,2013-03-06,2:57:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2880,KING EDWARD AVE @ OSGOODE ST/THOMAS MORE PRIV,368846.10967,5031854.60014,-75.68157904730,45.42369367550,2013-03-06,2:55:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2881,BASELINE RD @ CORDOVA ST,363596.38599,5024409.93169,-75.74954426580,45.35716873300,2013-03-06,3:16:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2882,CRESCENT HGTS btwn DOW'S LAKE RD & END,367448.79277,5028927.30977,-75.69980509330,45.39748134130,2013-02-27,6:00:00 PM,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2883,ROSS AVE @ SPENCER ST,364426.99875,5029197.58361,-75.73836540480,45.40017707210,2013-03-06,3:52:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-2884,VANIER PKWY NB btwn RIVERSIDE DR & HWY417 IC117 RAMP26,370818.32142,5031229.38363,-75.65646338680,45.41788489120,2013-03-06,3:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-2885,LYON ST    N btwn QUEEN ST & ALBERT ST,367043.81543,5031246.71687,-75.70468441810,45.41838681910,2013-03-06,4:11:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2886,REGIMENT AVE btwn TEMPLEFORD AVE & PEPPERVILLE CRES,354346.86869,5015475.71928,-75.86848749190,45.27749176980,2013-03-02,12:00:00 AM,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2887,BYRON AVE btwn GOLDEN AVE & ROOSEVELT AVE,362914.38570,5027996.26653,-75.75782635140,45.38949500150,2013-03-05,7:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2888,ELGIN ST NB @ WELLINGTON ST/RIDEAU ST,367801.80712,5031964.99110,-75.69490833900,45.42478176920,2013-03-06,5:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2889,JEANNE D'ARC BLVD @ ORLEANS BLVD S,380938.94586,5036250.98489,-75.52638973250,45.46203728510,2013-03-06,5:29:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
13-2890,CONROY RD @ LORRY GREENBERG DR,373566.83774,5025881.55350,-75.62209417910,45.36950281640,2013-03-06,5:37:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
13-2891,ALBERT ST btwn BAY ST & LYON ST N,367042.01688,5031202.17070,-75.70471302300,45.41798616590,2013-03-03,1:00:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2892,COLONNADE RD @ MERIVALE RD,365363.69496,5022545.71156,-75.72721730750,45.34024432230,2013-03-06,5:49:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2893,BOWHILL AVE btwn OVERLAKE DR & HILLHURST PL,365343.97050,5023645.68574,-75.72733432740,45.35014343840,2013-03-06,8:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2894,BAY ST @ SOMERSET ST,367244.69937,5030649.02331,-75.70219362290,45.41299105450,2013-03-06,6:42:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
13-2895,MACLAREN ST @ O'CONNOR ST,367900.61416,5030940.17230,-75.69377707340,45.41555188280,2013-03-06,6:43:00 PM,01 - Clear,07 - Dark,02 - Wet,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
13-2896,BANK ST btwn ALTA VISTA DR & ERIE AVE,370186.90580,5026342.85407,-75.66517799530,45.37397694000,2013-03-06,5:43:00 PM,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
13-2897,MAITLAND AVE btwn CAMEO DR & CLYDE AVE,364169.28457,5025151.99716,-75.74214349670,45.36379746400,2013-03-06,7:00:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
13-2898,ST. JOSEPH BLVD btwn R.C.M.P. COMPLEX & YOUVILLE DR,379124.27293,5036139.98694,-75.54960799870,45.46123402570,2013-03-06,11:00:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,03 - P.D. only,07 - SMV other,0
13-2899,CLEGG ST @ MARLOWE CRES,369334.70794,5029963.77774,-75.67558368520,45.40663583920,2013-03-06,11:26:00 PM,01 - Clear,07 - Dark,02 - Wet,03 - Yield sign,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,0
13-2900,PINECREST RD @ RICHMOND RD,360070.87196,5024471.91768,-75.79453217810,45.35801326180,2013-03-07,8:02:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2901,SCRIVENS ST btwn AHEARN AVE & WALTER ST,359352.15806,5024431.18892,-75.80370952710,45.35770307370,2013-03-07,8:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2902,WOODWARD DR btwn MAITLAND AVE & COURTWOOD CRES,363327.65085,5025680.75103,-75.75282349950,45.36862590390,2013-03-07,8:25:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
13-2903,AMIENS ST @ TENTH LINE RD,383342.95142,5037563.80152,-75.49544391140,45.47358269140,2013-03-07,8:46:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-2904,CARLING AVE EB btwn CONNAUGHT AVE & CARLING AVE EB ON RAMP/OTTAWA RIVE,360818.33739,5025122.78020,-75.78491862870,45.36381036950,2013-03-07,8:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2905,COUSINEAU ST btwn DUSSERE ST & ST. JOSEPH BLVD,380753.95622,5037235.17275,-75.52860281530,45.47091235040,2013-03-07,8:00:00 AM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2906,UPLANDS DR btwn BREADNER BLVD & RESEARCH RD,370751.69995,5021740.58368,-75.65858170620,45.33251418690,2013-02-22,3:10:00 PM,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,07 - SMV other,0
13-2907,PRINCE OF WALES DR @ WEST HUNT CLUB RD,367457.81098,5021892.71852,-75.70058198860,45.33418490630,2013-03-07,10:22:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
13-2908,BANK ST @ GLOUCESTER ST,367523.70701,5031197.36728,-75.69855952300,45.41789992990,2013-03-07,10:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-2909,WELLINGTON ST btwn LYON ST N & Continuation of WELLINGTON ST,366887.83348,5031395.60699,-75.70665851080,45.41974034660,2013-03-07,10:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-2910,CUMMINGS AVE @ DONALD ST,372651.62119,5032413.60413,-75.63287829700,45.42836456100,2013-03-07,11:18:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
13-2911,HARDING RD @ WALKLEY RD,373146.93210,5027608.13061,-75.62721526730,45.38507891340,2013-03-07,12:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2912,CHAMPAGNE AVE   S btwn YOUNG ST & BEECH ST,366449.61522,5029233.44252,-75.71252781460,45.40032453540,2013-03-07,12:41:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2913,RIVERSIDE DR @ TREMBLAY RD/HWY417 IC117 RAMP52,370811.58574,5031012.93321,-75.65657843680,45.41593799480,2013-03-07,11:40:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,02 - Non-fatal injury,03 - Rear end,0
13-2914,BRITANNIA RD @ REGINA ST,359974.27510,5025185.11669,-75.79568540890,45.36443821590,2013-03-07,12:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2915,HAIG DR @ SMYTH RD,372564.72493,5029296.52390,-75.63441726400,45.40032692690,2013-03-07,5:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
13-2916,BAYSHORE DR @ WOODRIDGE CRES S,359230.97018,5023509.92480,-75.80535764910,45.34942295410,2013-03-07,2:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2917,BAYSHORE DR @ WOODRIDGE CRES S,359229.17161,5023508.71028,-75.80538073460,45.34941216560,2013-03-07,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2918,ST. LAURENT BLVD btwn BELFAST RD & INDUSTRIAL AVE,372877.76230,5030539.66001,-75.63024754860,45.41148173110,2013-03-07,12:15:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
13-2919,MAITLAND AVE btwn CARLING AVE & DUNCAN PL,362963.38105,5026442.76666,-75.75738372070,45.37551275480,2013-03-07,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2920,RICHMOND RD @ WOODROFFE AVE,361582.88781,5026655.74836,-75.77498360610,45.37754237680,2013-03-07,3:21:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
13-2921,BANK ST btwn HOPEWELL AVE & GLEN AVE,368793.91262,5028458.44833,-75.68268682580,45.39314102490,2013-03-07,4:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2922,MURRAY ST @ SUSSEX DR,367704.83122,5032393.28274,-75.69609275710,45.42864412060,2013-03-07,3:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,02 - Non-fatal injury,04 - Sideswipe,0
13-2923,CEDARVIEW RD @ MARAVISTA DR,361667.67269,5014806.02464,-75.77526200270,45.27091179490,2013-03-07,5:07:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2924,GEORGE ST btwn DALHOUSIE ST & CUMBERLAND ST,368296.03143,5032404.03582,-75.68853674600,45.42868745100,2013-03-07,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2925,TERRY FOX DR btwn LEGGET DR & HELMSDALE DR,350426.59413,5023668.83622,-75.91769711830,45.35148093390,2013-03-06,6:40:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
13-2926,CEDARVIEW RD @ WEST HUNT CLUB RD,359715.89927,5019554.40527,-75.79960834160,45.31379327660,2013-03-07,7:44:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2927,QUEENSDALE AVE @ ALBION RD,372442.24457,5022923.72807,-75.63685426700,45.34299881260,2013-03-07,7:46:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2928,BOOTH ST @ PRIMROSE AVE,366496.79934,5030471.97695,-75.71177019520,45.41146437940,2013-03-01,4:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
13-2929,DUFORD DR @ HOYLAKE CRES N/GRACELAND CRT,382394.94663,5037043.79609,-75.50764906650,45.46901011660,2013-03-07,8:45:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2930,INNES RD @ PORTOBELLO BLVD,385629.97108,5036892.96687,-75.46630823820,45.46728621380,2013-02-23,2:30:00 PM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2931,RIVERSIDE DR @ TREMBLAY RD/HWY417 IC117 RAMP52,370815.97750,5031008.33650,-75.65652294520,45.41589622120,2013-03-04,4:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2932,CHANONHOUSE DR btwn KING ST & ORMSBY DR (1),357687.89705,5005927.85243,-75.82692139040,45.19133445870,2013-03-07,8:00:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2933,PLEASANT PARK RD @ ST. LAURENT BLVD,373596.82863,5028794.33527,-75.62130542780,45.39570780610,2013-03-08,8:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2934,ALBERT ST @ BOOTH ST,366426.89462,5030627.78185,-75.71264372290,45.41287242810,2013-03-08,9:04:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2935,KIRKWOOD AVE btwn BUELL ST & DEVONSHIRE PL,364128.20093,5027826.65225,-75.74234656520,45.38786707120,2013-03-08,9:59:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2936,CHURCHILL AVE   N btwn CARLING AVE & END,363830.53384,5026844.66224,-75.74626503260,45.37905643310,2013-03-08,9:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
13-2937,REGIONAL ROAD 174 EB btwn OR174 IC109 RAMP55 & TRANSIT,376502.33415,5035053.09417,-75.58328907480,45.45172889040,2013-03-07,4:30:00 PM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
13-2938,RIVERSIDE DR SB btwn BILLINGS BRIDGESC RAMP NB & DATA CENTRE RD,368925.88227,5027728.07864,-75.68109642610,45.38655731330,2013-02-27,3:45:00 PM,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2939,NICHOLAS ST SB btwn LAURIER AVE E & Continuation of NICHOLAS ST,368386.09688,5031780.11720,-75.68746639390,45.42306547000,2013-03-08,10:05:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2940,FALLOWFIELD RD @ MERIVALE RD,366889.01474,5018843.25456,-75.70822054930,45.30679682250,2013-03-08,12:43:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2941,CARLING AVE btwn MOODIE DR & GRANDVIEW RD,355904.53467,5023982.46160,-75.84775757800,45.35392516190,2013-03-08,1:29:00 PM,"07 - Fog, mist, smoke, dust",01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
13-2942,HUNT CLUB RD @ RIVERSIDE DR,368037.60225,5021945.09387,-75.69317877820,45.33460415870,2013-03-08,1:29:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-2943,CORONATION AVE @ RUSSELL RD,372439.53258,5030197.36694,-75.63589263690,45.40844442370,2013-03-08,1:35:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,03 - Rear end,0
13-2944,PICKFORD DR @ SHATNER GT,353403.82168,5018724.24309,-75.88018830640,45.30678858170,2013-03-08,1:46:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
13-2945,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD,362941.79858,5026488.12249,-75.75765391780,45.37592265180,2013-03-08,2:25:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
13-2946,CENTRUM BLVD btwn PLACE D'ORLEANS DR & PRESTONE DR,382208.20093,5038344.57031,-75.50983201950,45.48073407210,2013-03-08,1:45:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
13-2947,RAYMOND ST/HWY 417 ROCHEST IC121BR16 @ ROCHEST,366735.00213,5029619.77453,-75.70883429770,45.40377545780,2013-03-08,2:34:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
