Record,Location,X,Y,Longitude,Latitude,Date,Time,Environment,Light,Road_Surface,Traffic_Control,Collision_Location,Collision_Classification,Impact_type,Pedestrian
15-1071,MAITLAND AVE @ WOODWARD DR,363270.80303,5025663.00933,-75.75355126980,45.36847101120,2015-01-21,7:48:00 AM,01 - Clear,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
15-1072,REGIONAL ROAD 174 btwn OR174 IC109 RAMP56 & OR174 IC109 RAMP86,376476.23968,5035041.49341,-75.58362433790,45.45162719060,2015-01-21,6:45:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1073,BEAUSEJOUR DR @ JEANNE D'ARC BLVD,381419.78324,5036062.01708,-75.52027148130,45.46028453810,2015-01-21,8:03:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1074,WOODROFFE AVE/HWY 417 WOODROFF IC127R25 @ HWY,362181.00015,5024694.21640,-75.76757523240,45.35984396750,2015-01-21,8:09:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-1075,HARTHILL WAY btwn TARTAN DR & BROXBURN CRES,362634.57835,5013927.40687,-75.76304280410,45.26292708840,2015-01-21,8:13:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-1076,INNES RD @ 473 E OF PAGE RD/BUILDERS' WAREHOUS,381301.89386,5034780.96807,-75.52197796570,45.44877161080,2015-01-21,8:18:00 AM,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1077,ALBION RD btwn BANK ST & DES MESANGES DR,371950.77035,5024119.20384,-75.64296267100,45.35380252330,2015-01-21,8:19:00 AM,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,05 - Turning movement,0
15-1078,HWY 417 CASTLEFR IC139R61 @ KANATA AVE,351615.93944,5019224.60902,-75.90293942440,45.31141244490,2015-01-21,8:26:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1079,REGIONAL RD 174 @ TRIM RD,384352.81716,5039988.89492,-75.48213698750,45.49528703790,2015-01-21,8:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1080,BANK ST @ HERON RD,369994.75614,5026851.06027,-75.66756389770,45.37856751990,2015-01-21,8:39:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1081,RAJ TER btwn MANJU ST & EWING ST,373657.48639,5026212.05552,-75.62089098660,45.37246763380,2015-01-21,8:20:00 AM,03 - Snow,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,02 - Angle,0
15-1082,LEEDS AVE @ SHEFFIELD RD,374862.73960,5029549.10876,-75.60503157130,45.40237335620,2015-01-21,8:53:00 AM,01 - Clear,01 - Daylight,04 - Slush,03 - Yield sign,00 - Unknown,02 - Non-fatal injury,03 - Rear end,0
15-1083,RUSSELL RD btwn THIRSK ST & HAIG DR,372706.63421,5029690.88860,-75.63255051280,45.40386149570,2015-01-21,8:50:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1084,COVENTRY RD @ VANIER PKWY,370676.38490,5031611.22107,-75.65822570390,45.42133388640,2015-01-21,9:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1085,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD,352842.34779,5020476.34622,-75.88717808350,45.32259300810,2015-01-21,9:09:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-1086,BEATRICE DR @ CLEARBROOK DR/NO NAME,365481.62514,5015088.69678,-75.72662565650,45.27313651750,2015-01-21,9:23:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1087,WEST HUNT CLUB RD @ ANTARES DR/LASER ST,367107.71130,5022081.98363,-75.70502446450,45.33591905560,2015-01-21,9:42:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1088,BANK ST @ HERON RD,369996.68386,5026850.09642,-75.66753941260,45.37855866770,2015-01-21,9:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-1089,LEMIEUX ST @ ST. LAURENT BLVD,372389.79699,5031743.04633,-75.63631595670,45.42235654860,2015-01-21,9:15:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1090,RIVERSIDE DR SB btwn BANK ST & BILLINGS BRIDGE NB RAMP,369255.59542,5028020.65443,-75.67684813240,45.38915955410,2015-01-21,10:33:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,99 - Other,0
15-1091,MONTCREST DR btwn ADENCLIFFE DR & LALANDE TER,384353.61786,5038839.03652,-75.48231308810,45.48494163760,2015-01-21,10:30:00 AM,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1092,GREENLAND RD btwn DAVID KENNEDY DR & THOMAS A. DOLAN PKWY,344329.64950,5033363.35684,-75.99472841930,45.43908484040,2015-01-21,10:57:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,07 - SMV other,0
15-1093,GOLDENEYE WAY btwn NAKINA WAY & NORTH BLUFF DR,369377.49269,5016233.59496,-75.67682969920,45.28309116520,2015-01-19,9:30:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1094,RIVERSIDE DR @ HERON RD,368121.10490,5026645.41930,-75.69151146270,45.37688905960,2015-01-21,11:24:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1095,WINONA AVE btwn PICTON AVE & RICHMOND RD,363277.36292,5028378.81895,-75.75314586060,45.39290693510,2015-01-21,11:27:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1096,ALBION RD @ WYLDEWOOD ST,372291.77274,5023293.99063,-75.63872361860,45.34634480290,2015-01-21,11:30:00 AM,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
15-1097,PALSEN ST @ PERRY ST,364519.77059,5023304.02777,-75.73789313030,45.34713991080,2015-01-21,1:35:00 PM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1098,REGIONAL ROAD 174 EB btwn OR174 IC109 RAMP55 & TRANSIT,376473.68231,5034983.21325,-75.58366552190,45.45110308590,2015-01-21,2:48:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,03 - Rear end,0
15-1099,AGINCOURT RD @ NAVAHO DR,363389.72494,5024968.00223,-75.75211563270,45.36220748920,2015-01-21,2:01:00 PM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1100,RIVERSIDE DR @ 175 S OF HUNT CLUB  RD/RUNWAY C,368027.53614,5021768.70964,-75.69332972880,45.33301799440,2015-01-21,2:01:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1101,CAESAR AVE btwn CLEOPATRA DR & CLEOPATRA DR,365772.10724,5021077.71823,-75.72218736200,45.32700013590,2015-01-21,2:03:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,07 - SMV other,0
15-1102,HWY417 IC118 RAMP35 btwn HWY417 IC118 RAMP45 & MANN AVE OVERPASS,369486.13552,5030990.47301,-75.67351470160,45.41585969390,2015-01-21,11:30:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,02 - Non-fatal injury,04 - Sideswipe,0
15-1103,STRANDHERD DR @ WOODROFFE AVE,366107.11786,5015394.66707,-75.71861684220,45.27583536930,2015-01-21,2:30:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1104,GREENBANK RD @ WEST HUNT CLUB RD,361477.74929,5020501.99727,-75.77703123400,45.32217971800,2015-01-08,2:36:00 PM,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-1105,MERIVALE RD/LOTTA AVE @ CLYDE AVE,364520.73444,5024508.00783,-75.73773541060,45.35797308530,2015-01-21,2:47:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,02 - Non-fatal injury,03 - Rear end,0
15-1106,FROBISHER LANE W @ RIVERSIDE DR,370119.67896,5029599.78022,-75.66560513890,45.40328791050,2015-01-21,2:55:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1107,NAVAHO DR btwn NAVAHO DR & DEERFIELD DR,363134.86889,5024010.03790,-75.75548158760,45.35360907740,2015-01-21,3:01:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
15-1108,WELLINGTON ST    W btwn HARMER AVE N & HURON AVE N,364817.04309,5029110.93772,-75.73339423550,45.39936412240,2015-01-21,3:16:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1109,ST. LAURENT BLVD @ MCARTHUR AVE,371922.68286,5032888.65924,-75.64212808100,45.43270922110,2015-01-21,3:28:00 PM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1110,ARTHUR ST btwn PRIMROSE AVE & SOMERSET ST W,366786.60701,5030486.08568,-75.70806623260,45.41156571600,2015-01-21,3:35:00 PM,01 - Clear,01 - Daylight,03 - Loose snow,10 - No control,,03 - P.D. only,01 - Approaching,0
15-1111,LYON ST @ WELLINGTON ST,366934.30714,5031424.72022,-75.70606106960,45.41999817250,2015-01-21,3:41:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
15-1112,INDUSTRIAL AVE btwn RUSSELL RD & ST. LAURENT BLVD,372789.15211,5029978.72455,-75.63145685010,45.40644330470,2015-01-21,4:02:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1113,ST. LAURENT BLVD @ MCARTHUR AVE,371922.68286,5032887.09297,-75.64212829450,45.43269512920,2015-01-21,4:10:00 PM,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
15-1114,BOUNDARY RD/GREGOIRE RD @ VICTORIA ST,391389.87294,5013407.88613,-75.39677584190,45.25530117740,2015-01-21,5:54:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1115,WOODROFFE AVE @ SPORTSPLEX S,363833.09666,5020898.96707,-75.74694217760,45.32555750950,2015-01-21,4:27:00 PM,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1116,JOLLIET AVE btwn BEECHWOOD AVE & GARNEAU ST,369710.30735,5034113.79991,-75.67023909650,45.44394138450,2015-01-21,4:41:00 PM,03 - Snow,05 - Dusk,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1117,BARNSDALE RD @ GREENBANK RD,365591.65256,5010927.87673,-75.72573245380,45.23568795430,2015-01-21,4:51:00 PM,01 - Clear,05 - Dusk,06 - Ice,02 - Stop sign,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
15-1118,MARCH RD @ SOLANDT RD,350489.60850,5022710.02047,-75.91698152440,45.34284920600,2015-01-21,5:08:00 PM,01 - Clear,05 - Dusk,05 - Packed snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1119,LEWIS ST btwn O'CONNOR ST & METCALFE ST,368113.00126,5030916.34638,-75.69106678180,45.41531832010,2015-01-20,4:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1120,PRINCE OF WALES DR @ MEADOWLANDS DR/HOG'S BACK,367370.95504,5025692.39266,-75.70120922110,45.36838134600,2015-01-21,8:15:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-1121,VANCES SIDE RD btwn TORWOOD DR & BASKINS BEACH RD,344171.08998,5037287.66520,-75.99644086180,45.47440532510,2015-01-21,5:25:00 PM,01 - Clear,05 - Dusk,05 - Packed snow,10 - No control,,03 - P.D. only,07 - SMV other,0
15-1122,RICHMOND RD btwn LOVITT RD & HIGHFIELD CRES,359678.66967,5023819.55003,-75.79961021970,45.35217407170,2015-01-21,6:33:00 PM,01 - Clear,07 - Dark,02 - Wet,10 - No control,,02 - Non-fatal injury,07 - SMV other,1
15-1123,RIVERSIDE DR @ SMYTH RD SOUTH SIDE RAMP,369786.51719,5028997.49397,-75.66993986400,45.39789976030,2015-01-21,6:30:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1124,MANOTICK STATION RD @ MITCH OWENS RD,373508.74510,5013267.94887,-75.62458486860,45.25601537180,2015-01-21,6:31:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-1125,CEDARVIEW RD @ HWY 416 WESTHUNT IC72R24,359608.84986,5019743.29407,-75.80095263950,45.31550127270,2015-01-21,6:31:00 PM,01 - Clear,07 - Dark,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1126,HUNT CLUB RD btwn RAMP & RAMP (2),371048.40752,5023717.93796,-75.65453191500,45.35027788980,2015-01-21,6:30:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1127,THOMSON ST btwn MONTREAL RD & END,372003.06738,5034148.13633,-75.64092887500,45.44403367090,2015-01-21,6:45:00 PM,01 - Clear,07 - Dark,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1128,WOODROFFE AVE btwn FIRESTATION & BASELINE RD,362540.05165,5023795.08301,-75.76309761030,45.35172416000,2015-01-21,7:18:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1129,BOOTH ST @ OTTAWA RIVER PKWY/WELLINGTON ST,366263.29314,5031005.24212,-75.71468665310,45.41628309900,2015-01-21,7:19:00 PM,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
15-1130,MERIVALE RD @ WEST HUNT CLUB RD,365612.69520,5021942.98013,-75.72411447130,45.33479948540,2015-01-20,7:00:00 AM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-1131,INNES RD @ TENTH LINE RD,383952.72416,5036160.04273,-75.48787227390,45.46088411230,2015-01-21,7:21:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1132,GALETTA SIDE RD btwn JOHN SHAW RD & HOMESTEADERS RD,326173.42742,5033582.31270,-76.22678961280,45.44184591550,2015-01-21,7:46:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,07 - SMV other,0
15-1133,GRENADINE ST btwn CAYMAN RD & MAPLE GROVE RD,349692.46551,5016383.91359,-75.92772611930,45.28597660070,2015-01-17,10:20:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1134,REGIONAL ROAD 174 EB btwn OR174 IC109 RAMP55 & TRANSIT,376481.39315,5035005.38193,-75.58356372170,45.45130175390,2015-01-21,8:27:00 PM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-1135,BANK ST @ THIRD AVE,368336.71080,5029552.04483,-75.68838462950,45.40302250140,2015-01-21,8:59:00 PM,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-1136,BANK ST @ ROTARY WAY,375523.54410,5021226.11700,-75.59778287780,45.32742054170,2015-01-22,4:13:00 AM,01 - Clear,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,07 - SMV other,0
15-1137,MEADOWGLEN DR btwn ORLEANS BLVD & SUMMERFIELDS CRES,380374.90863,5034584.77252,-75.53385724250,45.44710724150,2015-01-22,6:09:00 AM,01 - Clear,07 - Dark,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1138,STRANDHERD DR btwn GREENBANK RD & Continuation of STRANDHERD DR,363988.41027,5014819.95286,-75.74568671780,45.27084562730,2015-01-22,7:08:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-1139,BANK ST @ JOHNSTON RD,370851.73050,5024840.00983,-75.65689173450,45.36039249320,2015-01-22,7:16:00 AM,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-1140,STEEPLE CHASE DR btwn MATTAWA CRES & BON ECHO CRES,355451.26657,5018053.89238,-75.85414875440,45.30061198230,2015-01-22,7:35:00 AM,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,03 - P.D. only,02 - Angle,0
15-1141,INNES RD @ TENTH LINE RD,383950.79644,5036158.11502,-75.48789723120,45.46086698700,2015-01-22,7:56:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1142,RIVERSIDE DR @ BROOKFIELD RD/HOG'S BACK RD,368168.67486,5026223.00343,-75.69095834740,45.37308397290,2015-01-22,8:00:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1143,MARQUETTE AVE @ STE. MONIQUE ST,369993.71560,5033883.07293,-75.66664718630,45.44183902810,2015-01-22,8:10:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1144,RIVERSIDE DR btwn RAMP & TURN LANE (2),368462.56012,5027287.49819,-75.68706938820,45.38263536330,2015-01-22,8:00:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1145,CARLING AVE @ SCRIVENS ST,359422.70414,5024258.02987,-75.80282829590,45.35613949760,2015-01-22,8:13:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,07 - SMV other,1
15-1146,COVENTRY RD @ VANIER PKWY,370677.10779,5031611.58252,-75.65821641930,45.42133707010,2015-01-22,8:27:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-1147,FINDLAY CREEK DR @ BANK ST,375845.26432,5020454.53390,-75.59378992130,45.32044566490,2015-01-22,8:29:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-1148,MONTREAL RD @ VANIER PKWY,370072.70980,5033064.14632,-75.66574612830,45.43446330160,2015-01-22,8:20:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,05 - Turning movement,0
15-1149,INNES RD btwn INNES RD & PAGE RD,380879.56765,5034535.87572,-75.52741421960,45.44661255900,2015-01-22,8:53:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,03 - Rear end,0
15-1150,BEATRICE DR btwn LETOURNEAU ST & CLARIDGE DR,365034.21780,5016657.53421,-75.73213685500,45.28729134150,2015-01-22,8:54:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1151,FALAISE RD @ FISHER AVE,366774.74434,5024562.00303,-75.70896157470,45.35826330800,2015-01-22,8:50:00 AM,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-1152,LAURIER AVE @ QUEEN ELIZABETH DRWY/LAURIER AVE,368073.85529,5031624.04107,-75.69147601230,45.42168946210,2015-01-22,9:18:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-1153,PINECREST RD @ RICHMOND RD,360071.70664,5024469.10276,-75.79452184090,45.35798786760,2015-01-22,9:33:00 AM,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1154,ROWALLEN PL btwn SHELLBROOK WAY & SHELLBROOK WAY,372986.22084,5026002.51682,-75.62948901350,45.37064792490,2015-01-22,9:49:00 AM,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,03 - P.D. only,02 - Angle,0
15-1155,CATHERINE ST/HWY 417 O'CONN IC119BR76 @ O'CONN,368244.67486,5030392.08217,-75.68945207730,45.41058923700,2015-01-22,10:01:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,03 - P.D. only,04 - Sideswipe,0
15-1156,SEDONA ST btwn WOODGATE WAY & ROYAL FIELD CRES,365000.85099,5017696.50825,-75.73243607640,45.29664284300,2015-01-21,10:30:00 PM,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1157,STITTSVILLE MAIN ST @ MANCHESTER ST,350208.58820,5013400.93177,-75.92141990480,45.25910157610,2015-01-21,10:17:00 AM,01 - Clear,01 - Daylight,04 - Slush,02 - Stop sign,00 - Unknown,03 - P.D. only,03 - Rear end,0
15-1158,LYON ST    N btwn GILMOUR ST & JAMES ST,367492.00450,5030513.36916,-75.69905156590,45.41174836900,2015-01-22,10:26:00 AM,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1159,BANK ST @ SUNNYSIDE AVE,368732.78099,5028581.06727,-75.68345161340,45.39424989620,2015-01-22,10:28:00 AM,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1160,CASTLE HILL CRES btwn GREYROCK CRES & BONNIE CRES,363641.82744,5025571.64806,-75.74882599530,45.36761790370,2015-01-22,9:15:00 AM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,02 - Angle,0
15-1161,CONROY RD @ THURSTON DR,373204.53050,5026795.89873,-75.62659236520,45.37776517330,2015-01-22,10:43:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1162,BELFAST RD @ ST. LAURENT BLVD,372859.76024,5030578.08007,-75.63047220950,45.41182916840,2015-01-22,11:18:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1163,FLOWER AVE @ WOODROFFE AVE,361811.68010,5026116.01303,-75.77212488020,45.37266730930,2015-01-22,11:42:00 AM,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,03 - P.D. only,04 - Sideswipe,0
15-1164,BANK ST @ CATHERINE ST,368038.74154,5030266.12622,-75.69209890820,45.40947456360,2015-01-22,11:48:00 AM,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,02 - Angle,0
15-1165,RIVERSIDE DR @ SMYTH RD SOUTH SIDE RAMP,369788.36193,5029000.14000,-75.66991595590,45.39792339690,2015-01-22,11:58:00 AM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,02 - Non-fatal injury,03 - Rear end,0
15-1166,FLOWER AVE @ WOODROFFE AVE,361812.64396,5026115.04917,-75.77211268620,45.37265855870,2015-01-22,12:01:00 PM,01 - Clear,01 - Daylight,04 - Slush,02 - Stop sign,00 - Unknown,02 - Non-fatal injury,05 - Turning movement,0
15-1167,ALTA VISTA DR @ SMYTH RD,370432.71590,5029082.03943,-75.66167572850,45.39860019240,2015-01-22,12:13:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1168,PAUL ANKA DR btwn UPLANDS DR & SAMPLE RD,369425.01209,5023527.43687,-75.67527254220,45.34871528280,2015-01-22,12:13:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,04 - Sideswipe,0
15-1169,LORRY GREENBERG DR btwn PIKE ST & FINLAND PRIV,373139.91534,5025413.29695,-75.62760857980,45.36533139090,2015-01-22,9:00:00 AM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1170,JEANNE D'ARC BLVD @ ORLEANS BLVD N,380030.65551,5038105.11677,-75.53771878400,45.47881770180,2015-01-22,1:32:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,03 - Rear end,0
15-1171,PAULINE CHARRON PL btwn IDA ROCHELEAU PL & END,370941.25876,5034132.97055,-75.65450273990,45.44399848880,2015-01-22,1:43:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,99 - Other,0
15-1172,WOODROFFE AVE btwn CARLINGWOOD SC & CARLING AVE,361912.51033,5025881.13601,-75.77086483090,45.37054569720,2015-01-22,2:04:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,05 - Turning movement,0
15-1173,LIMEBANK RD/RIVERSIDE DR @ RIVER RD,368404.14470,5020477.75441,-75.68869120380,45.32136819740,2015-01-22,2:12:00 PM,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,03 - P.D. only,02 - Angle,0
15-1174,GLYNN AVE btwn SHARP ST & VERA ST,370425.86207,5032112.23431,-75.66135981500,45.42586534350,2015-01-22,12:56:00 PM,01 - Clear,01 - Daylight,05 - Packed snow,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
15-1175,ROCHESTER ST btwn BALSAM ST & GLADSTONE AVE,366657.86701,5029802.36322,-75.70979663170,45.40542516190,2015-01-22,1:00:00 PM,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,03 - P.D. only,06 - SMV unattended vehicle,0
