"date_time","year","month","day","time","temp_c","temp_flag","dew_point_temp_c","dew_point_temp_flag","rel_hum_percent","rel_hum_flag","wind_dir_10s_deg","wind_dir_flag","wind_spd_km_h","wind_spd_flag","visibility_km","visibility_flag","stn_press_kpa","stn_press_flag","hmdx","hmdx_flag","wind_chill","wind_chill_flag","weather","station_name","province"
"2010-03-13 15:00","2010","03","13","15:00","10.8","","4.4","","65","","7","","4","","","","97.77","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 16:00","2010","03","13","16:00","11.1","","4.3","","63","","22","","2","","","","97.77","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 17:00","2010","03","13","17:00","12.2","","4.4","","59","","22","","2","","","","97.75","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 18:00","2010","03","13","18:00","","","","","","","","","","","","","","","","","","","","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 19:00","2010","03","13","19:00","7.9","","3.6","","74","","6","","4","","","","97.80","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 20:00","2010","03","13","20:00","4.2","","1.7","","84","","3","","2","","","","97.84","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 21:00","2010","03","13","21:00","2.4","","1.1","","91","","14","","2","","","","97.89","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 22:00","2010","03","13","22:00","1.8","","0.6","","92","","34","","2","","","","97.92","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-13 23:00","2010","03","13","23:00","1.0","","0.1","","94","","33","","2","","","","97.93","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 00:00","2010","03","14","00:00","0.6","","0.2","","97","","28","","6","","","","97.95","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 01:00","2010","03","14","01:00","0.1","","-0.3","","97","","32","","4","","","","97.96","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 02:00","2010","03","14","02:00","-1.2","","-1.6","","97","","5","","2","","","","97.99","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 03:00","2010","03","14","03:00","-1.7","","-2.0","","98","","33","","2","","","","97.98","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 04:00","2010","03","14","04:00","-1.3","","-1.4","","99","","36","","4","","","","97.96","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 05:00","2010","03","14","05:00","-1.5","","-1.7","","99","","36","","2","","","","98.02","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 06:00","2010","03","14","06:00","-0.1","","-0.2","","99","","34","","4","","","","98.07","","","","-1","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 07:00","2010","03","14","07:00","1.6","","0.8","","94","","33","","4","","","","98.13","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 08:00","2010","03","14","08:00","2.5","","0.8","","89","","35","","4","","","","98.18","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 09:00","2010","03","14","09:00","3.2","","1.0","","85","","34","","4","","","","98.20","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 10:00","2010","03","14","10:00","5.1","","1.4","","77","","","","0","","","","98.20","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 11:00","2010","03","14","11:00","8.5","","2.5","","66","","4","","2","","","","98.19","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 12:00","2010","03","14","12:00","12.8","","3.9","","55","","16","","2","","","","98.18","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 13:00","2010","03","14","13:00","14.3","","3.5","","48","","13","","6","","","","98.18","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 14:00","2010","03","14","14:00","14.6","","3.2","","46","","11","","4","","","","98.15","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 15:00","2010","03","14","15:00","14.5","","2.5","","44","","16","","7","","","","98.15","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 16:00","2010","03","14","16:00","13.9","","2.4","","46","","17","","7","","","","98.13","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 17:00","2010","03","14","17:00","14.0","","2.0","","44","","19","","6","","","","98.11","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 18:00","2010","03","14","18:00","14.3","","1.1","","41","","","","0","","","","98.11","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 19:00","2010","03","14","19:00","9.4","","1.7","","59","","30","","4","","","","98.16","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 20:00","2010","03","14","20:00","4.8","","0.8","","75","","31","","2","","","","98.19","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 21:00","2010","03","14","21:00","2.3","","0.1","","85","","","","0","","","","98.20","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 22:00","2010","03","14","22:00","1.4","","-0.4","","88","","32","","4","","","","98.23","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-14 23:00","2010","03","14","23:00","0.1","","-1.2","","91","","","","0","","","","98.22","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 00:00","2010","03","15","00:00","-0.7","","-1.7","","93","","","","0","","","","98.25","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 01:00","2010","03","15","01:00","-1.8","","-2.6","","94","","","","0","","","","98.28","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 02:00","2010","03","15","02:00","-0.1","","-1.0","","94","","30","","4","","","","98.29","","","","-1","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 03:00","2010","03","15","03:00","0.6","","-0.8","","90","","","","0","","","","98.29","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 04:00","2010","03","15","04:00","1.2","","-0.4","","89","","","","0","","","","98.31","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 05:00","2010","03","15","05:00","0.4","","-1.0","","90","","1","","2","","","","98.33","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 06:00","2010","03","15","06:00","-0.8","","-1.5","","95","","30","","4","","","","98.36","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 07:00","2010","03","15","07:00","-2.1","","-2.6","","96","","17","","4","","","","98.41","","","","-4","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 08:00","2010","03","15","08:00","-1.5","","-1.8","","98","","4","","2","","","","98.43","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 09:00","2010","03","15","09:00","4.6","","1.6","","81","","32","","4","","","","98.46","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 10:00","2010","03","15","10:00","7.7","","3.0","","72","","29","","2","","","","98.49","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 11:00","2010","03","15","11:00","11.4","","3.1","","57","","35","","2","","","","98.50","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 12:00","2010","03","15","12:00","13.0","","3.6","","53","","3","","6","","","","98.52","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 13:00","2010","03","15","13:00","14.1","","3.8","","50","","5","","6","","","","98.53","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 14:00","2010","03","15","14:00","12.8","","4.6","","57","","4","","7","","","","98.53","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 15:00","2010","03","15","15:00","11.2","","4.8","","65","","1","","7","","","","98.55","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 16:00","2010","03","15","16:00","9.5","","4.7","","72","","2","","9","","","","98.55","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 17:00","2010","03","15","17:00","7.9","","4.2","","77","","4","","7","","","","98.57","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 18:00","2010","03","15","18:00","6.4","","3.2","","80","","4","","7","","","","98.60","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 19:00","2010","03","15","19:00","5.1","","2.0","","80","","4","","4","","","","98.64","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 20:00","2010","03","15","20:00","4.6","","1.7","","81","","6","","7","","","","98.68","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 21:00","2010","03","15","21:00","3.8","","1.4","","84","","4","","6","","","","98.71","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 22:00","2010","03","15","22:00","3.4","","1.3","","86","","5","","6","","","","98.72","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-15 23:00","2010","03","15","23:00","2.4","","1.0","","90","","4","","6","","","","98.72","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 00:00","2010","03","16","00:00","2.2","","0.8","","90","","6","","4","","","","98.72","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 01:00","2010","03","16","01:00","1.8","","0.7","","92","","","","0","","","","98.71","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 02:00","2010","03","16","02:00","0.5","","-0.1","","96","","3","","4","","","","98.71","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 03:00","2010","03","16","03:00","0.3","","-0.1","","97","","7","","4","","","","98.70","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 04:00","2010","03","16","04:00","-0.3","","-0.5","","99","","33","","4","","","","98.70","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 05:00","2010","03","16","05:00","-0.1","","-0.3","","99","","36","","4","","","","98.70","","","","-1","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 06:00","2010","03","16","06:00","-0.8","","-1.0","","99","","34","","6","","","","98.71","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 07:00","2010","03","16","07:00","-2.1","","-2.4","","98","","","","0","","","","98.69","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 08:00","2010","03","16","08:00","-1.2","","-1.3","","99","","32","","4","","","","98.71","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 09:00","2010","03","16","09:00","1.6","","0.0","","89","","35","","6","","","","98.72","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 10:00","2010","03","16","10:00","2.5","","0.2","","85","","36","","4","","","","98.73","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 11:00","2010","03","16","11:00","4.8","","0.7","","75","","35","","6","","","","98.68","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 12:00","2010","03","16","12:00","7.9","","1.2","","63","","33","","4","","","","98.63","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 13:00","2010","03","16","13:00","8.4","","1.6","","62","","5","","4","","","","98.60","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 14:00","2010","03","16","14:00","9.5","","1.2","","56","","23","","4","","","","98.53","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 15:00","2010","03","16","15:00","11.3","","2.5","","55","","29","","6","","","","98.44","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 16:00","2010","03","16","16:00","11.3","","2.3","","54","","19","","7","","","","98.38","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 17:00","2010","03","16","17:00","10.3","","2.1","","57","","17","","6","","","","98.39","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 18:00","2010","03","16","18:00","9.3","","1.4","","58","","17","","6","","","","98.34","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 19:00","2010","03","16","19:00","5.5","","0.5","","70","","17","","6","","","","98.31","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 20:00","2010","03","16","20:00","2.2","","-0.6","","82","","23","","2","","","","98.27","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 21:00","2010","03","16","21:00","0.5","","-1.2","","88","","22","","6","","","","98.21","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 22:00","2010","03","16","22:00","-1.5","","-2.2","","95","","","","0","","","","98.20","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-16 23:00","2010","03","16","23:00","-1.1","","-1.8","","95","","17","","4","","","","98.15","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 00:00","2010","03","17","00:00","-0.7","","-1.6","","94","","31","","6","","","","98.08","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 01:00","2010","03","17","01:00","-0.5","","-1.9","","90","","27","","4","","","","98.05","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 02:00","2010","03","17","02:00","2.6","","1.3","","91","","29","","9","","","","98.01","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 03:00","2010","03","17","03:00","1.7","","0.6","","92","","27","","6","","","","97.98","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 04:00","2010","03","17","04:00","-0.3","","-0.7","","97","","25","","6","","","","97.95","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 05:00","2010","03","17","05:00","0.3","","0.1","","99","","25","","6","","","","97.90","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 06:00","2010","03","17","06:00","1.1","","0.4","","95","","27","","7","","","","97.89","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 07:00","2010","03","17","07:00","0.9","","0.0","","94","","26","","7","","","","97.86","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 08:00","2010","03","17","08:00","2.0","","0.5","","90","","27","","7","","","","97.86","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 09:00","2010","03","17","09:00","3.4","","0.5","","81","","26","","11","","","","97.79","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 10:00","2010","03","17","10:00","6.4","","0.1","","64","","29","","13","","","","97.76","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 11:00","2010","03","17","11:00","7.6","","0.4","","60","","29","","19","","","","97.68","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 12:00","2010","03","17","12:00","8.7","","-0.2","","54","","28","","24","","","","97.57","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 13:00","2010","03","17","13:00","9.7","","-1.2","","47","","29","","20","","","","97.46","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 14:00","2010","03","17","14:00","10.6","","-1.8","","42","","27","","20","","","","97.38","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 15:00","2010","03","17","15:00","11.5","","-2.3","","38","","26","","15","","","","97.27","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 16:00","2010","03","17","16:00","11.7","","-3.8","","34","","28","","17","","","","97.22","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 17:00","2010","03","17","17:00","10.6","","-3.4","","37","","27","","15","","","","97.15","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 18:00","2010","03","17","18:00","9.3","","-2.8","","42","","28","","17","","","","97.10","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 19:00","2010","03","17","19:00","7.8","","-2.7","","47","","27","","11","","","","97.06","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 20:00","2010","03","17","20:00","6.8","","-2.5","","51","","27","","13","","","","97.04","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 21:00","2010","03","17","21:00","5.9","","-2.7","","54","","28","","6","","","","97.02","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 22:00","2010","03","17","22:00","4.9","","-2.7","","58","","31","","4","","","","96.99","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-17 23:00","2010","03","17","23:00","2.9","","-2.9","","66","","12","","2","","","","96.93","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 00:00","2010","03","18","00:00","1.7","","-2.6","","73","","31","","2","","","","96.91","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 01:00","2010","03","18","01:00","0.2","","-3.1","","78","","","","0","","","","96.88","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 02:00","2010","03","18","02:00","0.0","","-3.0","","80","","3","","6","","","","96.84","","","","-2","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 03:00","2010","03","18","03:00","-0.6","","-3.0","","84","","","","0","","","","96.81","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 04:00","2010","03","18","04:00","-0.2","","-2.7","","83","","","","0","","","","96.74","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 05:00","2010","03","18","05:00","0.7","","-2.4","","80","","","","0","","","","96.75","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 06:00","2010","03","18","06:00","2.3","","-2.5","","71","","","","0","","","","96.77","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 07:00","2010","03","18","07:00","2.2","","-2.8","","69","","7","","4","","","","96.77","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 08:00","2010","03","18","08:00","1.3","","-1.9","","79","","7","","13","","","","96.77","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 09:00","2010","03","18","09:00","0.4","","-2.1","","83","","7","","9","","","","96.80","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 10:00","2010","03","18","10:00","-0.3","","-2.8","","83","","7","","11","","","","96.84","","","","-4","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 11:00","2010","03","18","11:00","-0.1","","-3.0","","81","","8","","9","","","","96.83","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 12:00","2010","03","18","12:00","0.8","","-3.0","","76","","7","","11","","","","96.81","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 13:00","2010","03","18","13:00","1.4","","-2.9","","73","","9","","9","","","","96.75","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 14:00","2010","03","18","14:00","2.0","","-2.7","","71","","11","","6","","","","96.75","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 15:00","2010","03","18","15:00","2.0","","-2.8","","70","","12","","7","","","","96.67","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 16:00","2010","03","18","16:00","3.3","","-2.9","","64","","9","","7","","","","96.60","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 17:00","2010","03","18","17:00","3.1","","-2.7","","66","","12","","6","","","","96.58","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 18:00","2010","03","18","18:00","2.1","","-3.0","","69","","11","","6","","","","96.62","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 19:00","2010","03","18","19:00","1.0","","-3.5","","72","","11","","6","","","","96.54","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 20:00","2010","03","18","20:00","-0.5","","-4.0","","77","","10","","6","","","","96.47","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 21:00","2010","03","18","21:00","-1.1","","-4.0","","81","","11","","6","","","","96.40","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 22:00","2010","03","18","22:00","-1.4","","-4.1","","82","","12","","6","","","","96.36","","","","-4","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-18 23:00","2010","03","18","23:00","-2.0","","-3.2","","91","","8","","2","","","","96.34","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 00:00","2010","03","19","00:00","-2.3","","-2.7","","97","","3","","2","","","","96.31","","","","-3","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 01:00","2010","03","19","01:00","-2.3","","-2.6","","98","","2","","4","","","","96.31","","","","-4","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 02:00","2010","03","19","02:00","-2.6","","-3.0","","97","","1","","7","","","","96.38","","","","-5","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 03:00","2010","03","19","03:00","-4.2","","-5.1","","93","","2","","11","","","","96.50","","","","-9","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 04:00","2010","03","19","04:00","-5.0","","-5.8","","94","","1","","9","","","","96.64","","","","-9","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 05:00","2010","03","19","05:00","-5.5","","-6.8","","91","","36","","11","","","","96.80","","","","-10","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 06:00","2010","03","19","06:00","-6.6","","-8.1","","89","","36","","13","","","","96.96","","","","-12","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 07:00","2010","03","19","07:00","-7.2","","-9.0","","87","","1","","11","","","","97.08","","","","-12","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 08:00","2010","03","19","08:00","-8.0","","-10.1","","85","","35","","11","","","","97.30","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 09:00","2010","03","19","09:00","-8.2","","-10.7","","82","","36","","11","","","","97.40","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 10:00","2010","03","19","10:00","-8.2","","-11.5","","77","","1","","9","","","","97.54","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 11:00","2010","03","19","11:00","-8.8","","-12.3","","76","","34","","17","","","","97.61","","","","-16","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 12:00","2010","03","19","12:00","-8.5","","-12.9","","70","","35","","15","","","","97.73","","","","-15","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 13:00","2010","03","19","13:00","-7.8","","-13.8","","62","","34","","15","","","","97.78","","","","-14","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 14:00","2010","03","19","14:00","-7.5","","-13.8","","61","","35","","13","","","","97.78","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 15:00","2010","03","19","15:00","-7.8","","-14.2","","60","","33","","13","","","","97.81","","","","-14","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 16:00","2010","03","19","16:00","-7.5","","-13.2","","64","","32","","13","","","","97.82","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 17:00","2010","03","19","17:00","-7.4","","-13.5","","62","","33","","11","","","","97.90","","","","-12","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 18:00","2010","03","19","18:00","-7.5","","-13.6","","62","","33","","11","","","","97.99","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 19:00","2010","03","19","19:00","-8.1","","-13.4","","66","","32","","7","","","","98.01","","","","-12","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 20:00","2010","03","19","20:00","-8.8","","-14.1","","65","","32","","13","","","","98.09","","","","-15","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 21:00","2010","03","19","21:00","-9.1","","-13.8","","69","","32","","11","","","","98.14","","","","-15","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 22:00","2010","03","19","22:00","-9.5","","-14.5","","67","","32","","13","","","","98.19","","","","-16","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-19 23:00","2010","03","19","23:00","-10.0","","-15.3","","65","","33","","11","","","","98.22","","","","-16","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 00:00","2010","03","20","00:00","-10.4","","-15.2","","68","","32","","9","","","","98.23","","","","-15","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 01:00","2010","03","20","01:00","-11.2","","-15.9","","68","","31","","13","","","","98.29","","","","-18","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 02:00","2010","03","20","02:00","-12.1","","-16.7","","69","","","","0","","","","98.30","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 03:00","2010","03","20","03:00","-12.1","","-16.7","","69","","32","","7","","","","98.28","","","","-16","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 04:00","2010","03","20","04:00","-12.4","","-16.8","","70","","","","0","","","","98.26","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 05:00","2010","03","20","05:00","-12.1","","-16.5","","70","","28","","2","","","","98.24","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 06:00","2010","03","20","06:00","-11.7","","-16.5","","68","","28","","4","","","","98.24","","","","-14","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 07:00","2010","03","20","07:00","-12.4","","-16.8","","70","","","","0","","","","98.22","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 08:00","2010","03","20","08:00","-11.4","","-16.3","","67","","","","0","","","","98.22","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 09:00","2010","03","20","09:00","-9.6","","-15.8","","61","","26","","6","","","","98.18","","","","-13","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 10:00","2010","03","20","10:00","-8.6","","-15.5","","57","","25","","2","","","","98.16","","","","-10","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 11:00","2010","03","20","11:00","-6.6","","-15.5","","49","","","","0","","","","98.12","","","","","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 12:00","2010","03","20","12:00","-5.1","","-16.1","","42","","27","","2","","","","98.02","","","","-6","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 13:00","2010","03","20","13:00","-4.5","","-16.2","","40","","25","","19","","","","97.95","","","","-11","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 14:00","2010","03","20","14:00","-3.2","","-15.8","","37","","25","","22","","","","97.87","","","","-10","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 15:00","2010","03","20","15:00","-2.4","","-16.0","","34","","23","","19","","","","97.77","","","","-8","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 16:00","2010","03","20","16:00","-1.2","","-13.2","","40","","26","","20","","","","97.72","","","","-7","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 17:00","2010","03","20","17:00","-0.8","","-14.1","","36","","25","","17","","","","97.68","","","","-6","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 18:00","2010","03","20","18:00","-0.9","","-13.3","","38","","26","","20","","","","97.66","","","","-6","","NA","ARMSTRONG (AUT)","ONTARIO"
"2010-03-20 19:00","2010","03","20","19:00","-1.4","","-12.5","","43","","27","","19","","","","97.64","","","","-7","","NA","ARMSTRONG (AUT)","ONTARIO"
